short_id,practice_id,domain,level,title,description
AUDIT.ASSET.4,AUDIT.ASSET.4,Auditability,4,"Integrated asset, config and data flow view","Asset and configuration data is linked to services, data flows and owners. It is possible to answer questions like “where is this data processed” or “which systems depend on this component” using available records. Accuracy is checked regularly."
AUDIT.ASSET.5,AUDIT.ASSET.5,Auditability,5,"Dynamic, accurate view of the estate","Discovery, CMDB and configuration as code practices keep asset and configuration information up to date. Data lineage and system dependencies are visible for both on premises and cloud. This information is used during incidents, change planning and risk assessments."
AUDIT.COMP.1,AUDIT.COMP.1,Auditability,1,Compliance activities driven by audits,Compliance requirements are addressed when audits or regulatory reviews arise. Evidence collection is manual and stressful. Control ownership is unclear.
AUDIT.COMP.2,AUDIT.COMP.2,Auditability,2,Defined control library and owners,A basic library of controls exists for main regulations or frameworks. Control owners are named and understand their responsibilities. Evidence is stored in shared locations but may be fragmented.
AUDIT.COMP.3,AUDIT.COMP.3,Auditability,3,Planned assurance and control testing,"There is an annual or multi year assurance plan. Key controls are tested on a schedule, with results recorded and issues tracked. Gaps and exceptions are logged with remediation plans."
AUDIT.COMP.4,AUDIT.COMP.4,Auditability,4,Continuous control monitoring where feasible,"For some controls, automated monitoring replaces or supplements periodic testing. Dashboards show control status and exceptions. Assurance activities are coordinated across security, risk and internal audit."
AUDIT.COMP.5,AUDIT.COMP.5,Auditability,5,"Integrated, risk based assurance","Assurance focuses on areas of highest risk, informed by incidents, change and external developments. The organisation can demonstrate alignment between controls, risks and business objectives. Regulatory relationships are proactive rather than purely reactive."
CAP.PLAN.1,CAP.PLAN.1,Capacity & Elasticity,1,Reactive response to capacity issues,"Capacity problems are typically discovered when systems slow down or fail. Responses are manual, such as adding servers or asking users to retry later. Capacity planning is ad hoc."
CAP.PLAN.2,CAP.PLAN.2,Capacity & Elasticity,2,Basic capacity thresholds for key components,"Some monitoring exists for CPU, memory and storage thresholds on critical systems. When alerts fire, teams adjust capacity. Forward planning is based on rough estimates or past incidents."
CAP.PLAN.3,CAP.PLAN.3,Capacity & Elasticity,3,Data informed capacity planning for key services,"Usage data and growth trends are used to forecast capacity needs for important services. Plans consider peak loads, seasonal patterns and business events. Capacity risks are documented and discussed with stakeholders."
CAP.PLAN.4,CAP.PLAN.4,Capacity & Elasticity,4,Integrated capacity planning across platforms,"Capacity plans account for dependencies across infrastructure, applications and data platforms. Cloud and on premises resources are considered together. Capacity is aligned with SLOs and cost constraints."
CAP.PLAN.5,CAP.PLAN.5,Capacity & Elasticity,5,Adaptive capacity strategy,"Capacity plans are regularly updated based on real usage and experiments. The organisation can demonstrate how it prepares for new products, channels or regulations that may significantly change load. Capacity risk is part of enterprise risk discussions."
CAP.ELAST.1,CAP.ELAST.1,Capacity & Elasticity,1,Mostly static infrastructure,Systems are provisioned for peak load manually. Scaling up or down is slow and requires significant effort. Overprovisioning or underprovisioning is common.
CAP.ELAST.2,CAP.ELAST.2,Capacity & Elasticity,2,Basic horizontal scaling for some components,"Some web or stateless tiers can be scaled horizontally, often with manual steps. Cloud auto scaling may be enabled but not tuned. Stateful components remain static."
CAP.ELAST.3,CAP.ELAST.3,Capacity & Elasticity,3,Managed elasticity for key services,"Critical services make use of auto scaling, queueing or other elasticity mechanisms. Scaling policies are defined and monitored. Capacity changes are logged and reviewed."
CAP.ELAST.4,CAP.ELAST.4,Capacity & Elasticity,4,Elasticity patterns standardised and reused,"Architectural patterns promote elastic design for new services, such as stateless compute, managed data stores and decoupled components. Platform teams provide reusable services and guidance. Elasticity is considered in change and design reviews."
CAP.ELAST.5,CAP.ELAST.5,Capacity & Elasticity,5,Elasticity aligned with resilience and cost,Elasticity strategies are designed to support both resilience and efficient spend. The organisation can show how scaling behaviour during real events protected services while controlling cost. Elasticity patterns evolve as platforms and business needs change.
CAP.DEMAND.1,CAP.DEMAND.1,Capacity & Elasticity,1,Little control over system demand,"All requests are treated equally. During overload, systems fail in unpredictable ways. There is limited ability to protect critical workloads."
CAP.DEMAND.2,CAP.DEMAND.2,Capacity & Elasticity,2,Basic rate limits for some interfaces,Some APIs or services have simple rate limits to prevent abuse. Limit values are not always tuned and may frustrate users. Manual actions are needed to adjust limits during events.
CAP.DEMAND.3,CAP.DEMAND.3,Capacity & Elasticity,3,Demand management for critical paths,"Critical services implement throttling, queuing or prioritisation for high value transactions. Graceful error messages or alternative channels exist for lower priority requests during overload. Decisions on who is protected are documented."
CAP.DEMAND.4,CAP.DEMAND.4,Capacity & Elasticity,4,Coordinated demand shaping across systems,"Demand management is considered across related systems, not just individual components. For example, bots, batch jobs or non urgent reporting can be slowed or paused during peak periods. Operators have playbooks to adjust demand controls during incidents."
CAP.DEMAND.5,CAP.DEMAND.5,Capacity & Elasticity,5,Dynamic demand control based on risk and value,"Demand controls adapt in near real time based on metrics and business priorities. The organisation can explain how it would protect critical users or services during extreme events, using data from past incidents and simulations."
CAP.LOAD.1,CAP.LOAD.1,Capacity & Elasticity,1,Load testing rarely performed,"Systems are assumed to cope without explicit testing. Load tests, if any, are run only before major go lives. Results are not reused."
CAP.LOAD.2,CAP.LOAD.2,Capacity & Elasticity,2,One off load tests for critical launches,"For some important projects, a load test is performed and basic issues are fixed. Tests focus on expected traffic levels and are not repeated later."
CAP.LOAD.3,CAP.LOAD.3,Capacity & Elasticity,3,Regular load testing for key services,"Key services have periodic load or stress tests, for example annually or before major events. Results are documented, with clear understanding of failure points and safety margins. Tests are designed with input from business and operations."
CAP.LOAD.4,CAP.LOAD.4,Capacity & Elasticity,4,Integrated load and resilience testing,"Load tests also check resilience features such as failover, throttling and graceful degradation. Automated or scripted load tests are part of pre production verification for critical changes. Findings feed into capacity, architecture and incident plans."
CAP.LOAD.5,CAP.LOAD.5,Capacity & Elasticity,5,Continuous performance and stress experimentation,"The organisation runs smaller, more frequent experiments to validate performance and capacity in production like conditions. It can show how these tests helped detect issues before they affected customers at scale."
COST.VIS.1,COST.VIS.1,Efficiency & Cost,1,Limited visibility of digital and cloud spend,"Technology and cloud costs are seen as a single budget line. Teams have little insight into how costs relate to services, environments or customers. Surprises are common."
COST.VIS.2,COST.VIS.2,Efficiency & Cost,2,Basic cost reports for major platforms,Finance or platform teams produce periodic reports for key platforms or vendors. These may show spend by account or subscription. Mapping to services and teams is partial.
COST.VIS.3,COST.VIS.3,Efficiency & Cost,3,Service and team level cost views,"Costs are allocated or tagged to services, environments or teams where feasible. Dashboards allow owners to see their spend over time. Large variances are investigated."
COST.VIS.4,COST.VIS.4,Efficiency & Cost,4,Cost visibility integrated into decision making,"Cost information is used when prioritising work, selecting architectures and negotiating contracts. Teams can see the impact of changes on cost. Cost and resilience trade offs are surfaced."
COST.VIS.5,COST.VIS.5,Efficiency & Cost,5,Value oriented financial transparency,"Cost views are combined with value metrics such as usage, revenue or mission outcomes. The organisation can explain which services are most expensive per unit of value and whether that is justified by resilience or other factors."
COST.OPT.1,COST.OPT.1,Efficiency & Cost,1,Reactive cost cutting,"Cost reduction actions tend to be reactive, for example after a budget challenge. They may focus on headline items without considering risk or long term impact."
COST.OPT.2,COST.OPT.2,Efficiency & Cost,2,Simple optimisation of obvious waste,"Teams close unused resources, reduce overprovisioning and cancel surplus licences when noticed. Some basic guidance exists on right sizing."
COST.OPT.3,COST.OPT.3,Efficiency & Cost,3,Structured optimisation program,"There is a regular review of digital and cloud costs to identify optimisation opportunities. Actions such as right sizing, reserved instances or storage tiering are tracked. Savings targets are agreed with teams."
COST.OPT.4,COST.OPT.4,Efficiency & Cost,4,Optimisation aligned with resilience and performance,"Cost efforts are balanced with resilience, security and performance needs. The organisation can show where it chose to spend more to reduce risk, and where it safely reduced spend. Technical and finance teams collaborate on decisions."
COST.OPT.5,COST.OPT.5,Efficiency & Cost,5,Continuous efficiency improvement,"Efficiency is part of normal delivery and operations work. Teams monitor both cost and utilisation metrics. Savings from optimisation are reinvested in resilience, innovation or user experience."
COST.AUTO.1,COST.AUTO.1,Efficiency & Cost,1,High manual toil in operations,"Many routine tasks such as log collection, user provisioning or environment setup are manual. Errors and delays are common. Automation opportunities are known but not prioritised."
COST.AUTO.2,COST.AUTO.2,Efficiency & Cost,2,Scripts and small automations in pockets,Individual engineers or teams write scripts and small tools to speed up recurring tasks. These are helpful but not documented or supported centrally.
COST.AUTO.3,COST.AUTO.3,Efficiency & Cost,3,Planned automation of key workflows,"The organisation identifies high toil processes and prioritises them for automation. Workflow or orchestration tools are used for common tasks such as deployments, ticket routing or incident notification. Benefits are measured."
COST.AUTO.4,COST.AUTO.4,Efficiency & Cost,4,Automation as a shared platform capability,"Platform teams provide reusable automation components, for example self service environments, standard pipelines or runbooks. Governance ensures automation is secure, reliable and maintained. Manual work in these areas reduces over time."
COST.AUTO.5,COST.AUTO.5,Efficiency & Cost,5,Automation optimised for resilience and people,"Automation is designed to support resilient operations and reduce cognitive load, not just cost. The organisation can show where automation has prevented incidents or sped up recovery. Staff have time freed up for higher value work."
COST.VALUE.1,COST.VALUE.1,Efficiency & Cost,1,Unclear link between digital spend and value,"Many systems persist due to history, not active choice. It is hard to say which services should be grown, maintained or retired. Value is assumed rather than measured."
COST.VALUE.2,COST.VALUE.2,Efficiency & Cost,2,Basic portfolio lists and priorities,"There is a list of applications or services with rough criticality ratings. Decisions to invest or retire are made case by case, often driven by risk or vendor support dates."
COST.VALUE.3,COST.VALUE.3,Efficiency & Cost,3,Portfolio management with value and risk views,"Services are grouped into a portfolio with information on cost, usage, risk and business owner. Periodic reviews decide where to invest, hold or retire. Some low value or redundant services are decommissioned."
COST.VALUE.4,COST.VALUE.4,Efficiency & Cost,4,Strategic alignment of digital portfolio,"Portfolio decisions are clearly linked to strategy, resilience needs and customer outcomes. High value, high risk services receive priority investment. Low value, high cost services are targeted for redesign or retirement."
COST.VALUE.5,COST.VALUE.5,Efficiency & Cost,5,Dynamic portfolio shaped by outcomes,"Portfolio decisions respond to changing conditions such as new channels, regulations or threats. The organisation can give examples where retiring or consolidating services reduced complexity and improved resilience and cost."
USE.UX.1,USE.UX.1,Usability & Operability,1,User experience and accessibility largely untested,Interfaces are designed based on developer or product intuition. Accessibility is rarely considered. Support relies on users calling or emailing when they struggle.
USE.UX.2,USE.UX.2,Usability & Operability,2,Basic UX and support for key services,Some user research or feedback informs design for important services. Support channels such as helpdesk or chat are available. Accessibility is considered in a limited way.
USE.UX.3,USE.UX.3,Usability & Operability,3,User centred design and support practices,"Product teams use user research, usability testing and analytics for their services. Accessibility standards are applied to new developments. Support teams have knowledge bases and clear routes to escalate issues."
USE.UX.4,USE.UX.4,Usability & Operability,4,"Integrated UX, resilience and support","User experience design explicitly considers errors, outages and degraded modes, for example clear messages and self service options. Support teams are involved in design and rollout. User feedback on reliability is monitored and fed into roadmaps."
USE.UX.5,USE.UX.5,Usability & Operability,5,"Inclusive, resilient user experience","Services are designed to be accessible and usable for diverse users, including during incidents. The organisation can show how UX and support improvements have reduced user errors, support requests and operational load while improving resilience."
USE.OPER.1,USE.OPER.1,Usability & Operability,1,Operability considered late,"Operational needs such as monitoring, runbooks and logging are added near go live if time allows. Operating a service can be complex and fragile."
USE.OPER.2,USE.OPER.2,Usability & Operability,2,Basic operability checklists,"Some teams use checklists to ensure monitoring, alerts and access are in place before go live. Operators are briefed on new services but may lack deep understanding."
USE.OPER.3,USE.OPER.3,Usability & Operability,3,Operability requirements in design and build,"Operability needs such as observability, configuration management, support tooling and access are captured during design. Operations staff or SREs review new services before launch. Issues found are fixed before acceptance."
USE.OPER.4,USE.OPER.4,Usability & Operability,4,Shared responsibility for operability,"Product, engineering and operations share responsibility for keeping services healthy. Error budgets, operational reviews and support metrics influence planning. Operability improvements are planned and funded."
USE.OPER.5,USE.OPER.5,Usability & Operability,5,Operability by default,"Design patterns and platforms make it easy to build operable services. The organisation can show that new services typically launch with strong operability and lower incident rates. Operability is part of the culture, not just a checklist."
USE.RUNBOOK.1,USE.RUNBOOK.1,Usability & Operability,1,Knowledge in people’s heads,"Common tasks and incident responses rely on the memory of a few individuals. If they are unavailable, resolution is slow. Written instructions are rare or outdated."
USE.RUNBOOK.2,USE.RUNBOOK.2,Usability & Operability,2,Basic runbooks for some critical tasks,"For some high impact incidents or maintenance tasks, there are simple runbooks or checklists. These may be stored in shared folders or wikis. Updates are ad hoc."
USE.RUNBOOK.3,USE.RUNBOOK.3,Usability & Operability,3,Structured runbooks and procedures,"Common operational tasks and incident types have documented, step by step runbooks. Runbooks are referenced during incidents and training. Ownership and review cycles are defined."
USE.RUNBOOK.4,USE.RUNBOOK.4,Usability & Operability,4,Runbooks integrated with tooling,Runbooks are linked from monitoring and ticketing tools so responders can access them quickly. Some steps are automated or semi automated. Feedback from use is captured and used to improve content.
USE.RUNBOOK.5,USE.RUNBOOK.5,Usability & Operability,5,"Living, tested operational knowledge base",Runbooks are regularly tested through drills or game days. Content evolves as systems and teams change. New staff can ramp up more quickly because procedures and context are clear and accessible.
USE.HUMAN.1,USE.HUMAN.1,Usability & Operability,1,Little focus on human factors in operations,"On call, shift work and complex tooling create high cognitive load. Fatigue and stress are managed informally by individuals. Errors may be attributed to “human error” rather than system design."
USE.HUMAN.2,USE.HUMAN.2,Usability & Operability,2,Basic attention to shifts and workload,"On call rotas and shift patterns exist, with some attention to fairness. Some guidance is given on taking breaks and handovers. Tooling may remain complex."
USE.HUMAN.3,USE.HUMAN.3,Usability & Operability,3,Consideration of human factors in design and process,"Interfaces, alerts and procedures consider the people who use them. For example, alert floods are reduced, and handover templates are used. Leaders recognise burnout risks and act on feedback."
USE.HUMAN.4,USE.HUMAN.4,Usability & Operability,4,Proactive management of cognitive load and fatigue,"Metrics such as alert volume, incident frequency and overtime are monitored. Capacity is adjusted to reduce chronic overload. Training and peer support are available for responders."
USE.HUMAN.5,USE.HUMAN.5,Usability & Operability,5,Human centred resilience practices,"Human factors experts or trained staff contribute to incident reviews and design work. The organisation can show how changes to tooling, schedules or culture reduced human related errors and improved retention and performance."
